Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
100 Maneiras,$$$$,Creative,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","The concept behind 100 Maneiras is one of absolute freedom – a freedom not to follow rules or pre-conceived ideas that restrict one’s personality or creativity.Everything here revolves around chef Ljubomir Stanisic, a native of Sarajevo (Bosnia-Herzegovina), who arrived in Portugal in his late-teens following the war in his country, healing the wounds of his soul by devoting himself to cooking. The three tasting menus here (A História, O Conto, and Ecos do 100) are based around innovative cuisine with a constant nod to his origins, although influences from his adopted homeland and further afield are also evident. His more traditional starters and desserts also have an interesting twist given that he used to make these with his mother!","38.714841, -9.1449507",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Eleven,$$$$,Creative,1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","The name Eleven refers to the eleven friends, one a chef, who embarked upon this business venture in a unique space with a minimalist look in the upper section of the Amália Rodrigues gardens, with stunning views of the Eduardo VII park. German chef Joachim Koerper, who has vast international experience behind him, serves Mediterranean-inspired cuisine with a meticulous and creative touch, based around locally sourced seasonal ingredients. His culinary focus is built around three menus: one dedicated to the “50-year career of Joachim Koerper”; a second more contemporary offering simply called “Onze”; and a third, “Lavagante Azul”, which showcases the blue lobster after which it is named.","38.7308206, -9.1556702",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Zunzum Gastrobar,$$,Contemporary,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","This elegant, completely glass-fronted gastro-bar, occupying a modern building close to the city’s cruise ship terminal (and opposite the unusual Museu do Lactário or Milk Station Museum), favours high-quality contemporary cuisine that is based around traditional Portuguese recipes, but without closing the door on inspiration, dishes or techniques from further afield. The bright, designer-inspired interior, with its predominant red and white colour scheme, and the terrace boasting pleasant views of the Tagus come as a pleasant surprise.","38.7120997, -9.1241681",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Oficio,$$,Traditional Cuisine,Bib Gourmand,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","This centrally located restaurant, almost directly opposite the Bairro do Avillez gastronomic complex, defines itself as an ""atypical tasco "", where the concept is to offer contemporary Portuguese cuisine perfect for sharing, served in the informal atmosphere of a typical neighbourhood restaurant. Here, you’ll find starters, petiscos, hot specialities, sharing boards and seasonal dishes on the menu, all of which showcase excellent technique, typical flavours and the occasional Mexican touch, given that the chef worked in the famous (and now defunct) Hoja Santa restaurant in Barcelona.","38.7122215, -9.1425152",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Gruta,$,International,Bib Gourmand,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Gruta’s is one of those of places where you can eat well at a reasonable price. To a backdrop of stylish yet informal decor and a setting in an alleyway just off a shopping street, chef Rafaela Louzada, a Carioca from Rio but with Portuguese roots, focuses on a concise menu on which fish and seafood (mainly from the north of the country) take centre stage. Her dishes are high on presentation and flavour, combining Brazilian and Portuguese influences and a contemporary style of cooking.","41.1500107, -8.6057703",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
Solar dos Nunes,$$,Traditional Cuisine,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card","One of those not-to-be-missed family-run restaurants with lots of character. Having opened its doors in 1988, it continues to offer the same friendly and professional service, delighting guests’ palates with the finest Alentejo dishes and flavours such as Alentejo-style partridge escabeche and “grandmother’s” dogfish soup. It is impressively run by the owner who offers an extensive and traditional à la carte featuring plenty of daily specials and, somewhat surprisingly, a good selection of Spanish hams, including Jamón Ibérico Joselito Gran Reserva. A small terrace at the entrance completes the picture.","38.7053894, -9.1805237",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Carnal,$$,Mexican,Bib Gourmand,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card","This lively, centrally located restaurant has quickly become fashionable given that it is owned by famous chef Ljubomir Stanisic (head of the 100 Maneiras group). Carnal describes itself as a Mexican gastro-bar, and is one of those places that immediately appeals to the senses. In its informal, modern design setting featuring subtle details relating to Mexican culture, enjoy harmonious, well-thought-out cooking with a perfect balance between flavour and spiciness in every one of its superb dishes. Don’t miss the delicious pork tacos or the tacos with fried cauliflower.","38.7124157, -9.1430035",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Semea by Euskalduna,$$,Market Cuisine,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","This restaurant has improved in every respect following its move to the banks of the Douro – it has gained space, consolidated its culinary philosophy, and now boasts the added benefit of views of the river. The cuisine here, which includes rice dishes cooked in a wood-fired oven, is based around the grill and open fire, using local seasonal ingredients to create dishes that, although uncomplicated, are full of flavour and feature a strong focus on presentation. The restaurant’s other attractions include the delightful panoramic terrace on the first floor.","41.1455925, -8.6297465",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
O Frade,$$,Regional Cuisine,Bib Gourmand,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","A small corner restaurant named after the family that owns it. Its interior is evocative of a traditional Alentejo “tasca”, with simple decorative details that highlight the production of the famous “vinho da talha”, a wine with a long historical footprint that, in keeping with Roman tradition, is made in large earthenware amphorae and is a highly renowned wine in the Alentejo. Welcoming service, plus an attractive U-shaped bar popular for dining, where guests can savour a variety of “petiscos”, rice dishes and traditional Alentejo recipes with a contemporary touch – all accompanied by an extensive choice of wines.","38.6978416, -9.1993882",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Arkhe,$$,Vegetarian,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,Restaurant offering vegetarian menus,Visa credit card","This restaurant, which takes its name from Ancient Greek (meaning “beginning” or “origin”), features a modern-minimalist look and is run by Portuguese-Brazilian chef João Ricardo Alves who, having spent time working halfway round the world (Switzerland, France, England, Italy etc), decided to return to his family’s homeland. He is accompanied by Alejandro Chávarro, another experienced professional who is Arkhe’s sommelier and front-of-house manager. The vegan- and vegetarian-inspired cuisine on offer here is based around the best local and seasonal ingredients and always results in an interesting harmony of flavours.","38.7085251, -9.1514318",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
In Diferente,$$,International,Bib Gourmand,"Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card","Despite not being in the centre of town or on any of the main tourist routes, it is well worth heading to this peaceful, welcoming and contemporary-style restaurant. Here, Angélica Salvador, the young chef of Brazilian origin, interprets her personal vision of traditional Portuguese and international cooking through dishes that are elaborate and very well presented. Her aim is to create dishes that are different, personal and showcase innovative detail, extracting maximum benefit from the superb fish delivered to the nearby auctions in Matosinhos and Aveiro, as well as from the region’s outstanding meats.","41.1554566, -8.6768849",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
TURK FATİH TUTAK,$$$$,"Modern Cuisine, Turkish",2 Stars MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","Here, Fatih Tutak expresses his love for his Turkish terroir, showcasing ingredients from the region and produce from local traders on a daily basis. This is a chef who cooks with respect for tradition and what nature has to offer. His predilection for sustainability is reflected, among other ways, in his zero-waste approach and his use of preservation techniques such as fermentation and dry-ageing.Familiar flavours take on an extra dimension at Turk. Age-old traditions are adapted here to the spirit of the times.Part of his originality lies in his nuanced use of delicate acidity and smoky flavours. Think grilled lamb with a sumptuous fermented vegetable jus or confit mackerel with the tang of kaffir lime. He makes his börek with thin slices of poached artichoke, an onion cream, salty cheese and caviar. This extraordinary symphony is enhanced by a coulis of pulses, the finest olive oil and an intense balsamic vinegar. The exuberance of bold flavours is this chef's trademark.When it's time for dessert, he invites you into the open kitchen of this chic, contemporary establishment. Here, in the thick of the action, you can admire the cooks working their magic! It is the perfect ending to the inspiring story Fatih Tutak tells with his cuisine.","41.058398, 28.977656",Istanbul,Turkey,Europe,5.7,5.7,7.0,11.1,15.7,20.4,22.9,23.1,19.8,15.6,11.5,8.0,13.9
Araka,$$$$,"Creative, Modern Cuisine",1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Here you’ll find it's easy to forget you're in the metropolis of Istanbul. You’re actually in the Yeniköy district, in the north of the city, just beyond the exclusive marina you pass on the way (taking the Bosphorus ferry over is a must). Behind its charming façade, this rural-style restaurant awaits with its cosy, romantic interior and a terrace to the rear where you feel cut off from the world. This enchanting spot perfectly suits Zeynep Pınar Taşdemir's highly individual style.Seasonal ingredients are showcased on the menu. The young chef likes to express her creativity with vegetables and herbs. Pumpkin puree is imbued with the potent freshness of za'atar and combined with pickled vegetables and warm olives in a spicy sauce. A robust dish that is full of character and pleasingly harmonious thanks to its subtle acidity. This chef is adept at balancing spicy, savoury flavours with tangy aromas. She creates exciting dishes that let the regional produce do the talking.","41.1171693, 29.0630471",Istanbul,Turkey,Europe,5.7,5.7,7.0,11.1,15.7,20.4,22.9,23.1,19.8,15.6,11.5,8.0,13.9
